date,volume_mcm,area_km2,precipitation_volume_mcm,evaporation_volume_mcm,delta_volume_mcm,runoff_volume_mcm,temp_C,residual_mcm
2026-01-06,205.86323189800015,66.74873111083015,0.0,0.015038146952134441,-0.015568906777104985,0.0,,-0.0005307598249705437
2026-01-07,205.84819375104803,66.7480044865332,0.0,0.01404810546764222,-0.015038146952122133,0.0,,-0.0009900414844799133
2026-01-08,205.83414564558038,66.74732569979231,0.0,0.017056322095100242,-0.01404810546765134,0.0,,0.003008216627448903
2026-01-09,205.81708932348528,66.74650155981749,0.0,0.017509499791002782,-0.017056322095100995,0.0,,0.00045317769590178664
2026-01-10,205.79957982369427,66.74565552286786,0.0,0.015491733059838718,-0.01750949979100369,0.0,,-0.002017766731164973
2026-01-11,205.78408809063444,66.7449069818622,0.0,0.016493543710588674,-0.015491733059832313,0.0,,0.0010018106507563608
2026-01-12,205.76759454692385,66.74411003462923,0.0,0.01812063722325631,-0.016493543710595304,0.0,,0.001627093512661007
2026-01-13,205.74947390970058,66.74323446828956,0.0,0.02097099144228807,-0.018120637223262293,0.0,,0.002850354219025776
2026-01-14,205.7285029182583,66.74222117642844,0.0,0.016652139564904675,-0.020970991442283093,0.0,,-0.0043188518773784185
2026-01-15,205.7118507786934,66.74141656604378,0.0,0.018914070118409648,-0.016652139564911295,0.0,,0.0022619305534983536
2026-01-16,205.692936708575,66.74050266202717,0.0,0.018518832886639844,-0.01891407011839874,0.0,,-0.00039523723175889647
2026-01-17,205.67441787568836,66.73960785537518,0.0,0.01696891099360129,-0.01851883288662748,0.0,,-0.0015499218930261904
2026-01-18,205.65744896469477,66.73878793899455,0.0,0.01683796522681567,-0.01696891099359732,0.0,,-0.00013094576678164896
2026-01-19,205.64061099946795,66.73797434974823,0.0,0.016030386253925923,-0.016837965226812912,0.0,,-0.0008075789728869895
2026-01-20,205.62458061321402,66.7371997816995,0.0,0.014613008920526981,-0.01603038625393083,0.0,,-0.0014173773334038471
2026-01-21,205.6099676042935,66.73649369953613,0.0,0.01803587285079923,-0.014613008920520087,0.0,,0.0034228639302791436
2026-01-22,205.5919317314427,66.73562222890405,0.0,0.01910609332857909,-0.018035872850788337,0.0,,0.0010702204777907516
2026-01-23,205.57282563811413,66.73469904656807,0.0,0.01438565963705751,-0.01910609332858826,0.0,,-0.004720433691530749
2026-01-24,205.55843997847705,66.73400394963538,0.0,0.016257206181210928,-0.014385659637071058,0.0,,0.0018715465441398703
2026-01-25,205.54218277229583,66.73321842193378,0.0,0.014889332670155965,-0.016257206181222728,0.0,,-0.0013678735110667622
2026-01-26,205.52729343962568,66.7324989881553,0.0,0.016509391865457475,-0.014889332670151134,0.0,,0.0016200591953063406
2026-01-27,205.5107840477602,66.73170127515945,0.0,0.020775572907675028,-0.01650939186546907,0.0,,0.004266181042205958
2026-01-28,205.49000847485254,66.73069742567552,0.0,0.016940055613821215,-0.02077557290766663,0.0,,-0.0038355172938454134
2026-01-29,205.47306841923873,66.72987890355044,0.0,0.014583934386655187,-0.01694005561381573,0.0,,-0.002356121227160543
2026-01-30,205.45848448485208,66.72917422623189,0.0,0.015103108583835276,-0.014583934386649844,0.0,,0.0005191741971854319
2026-01-31,205.44338137626823,66.72844446307083,0.0,0.016156141206054485,-0.015103108583844005,0.0,,0.00105303262221048
