date,area_km2,volume_mcm,evaporation_mm,precipitation_mm,delta_volume_mcm,precipitation_volume_mcm,evaporation_volume_mcm,residual_mcm,predicted,runoff_volume_mcm,temp_C
2025-08-19,71.02932218716704,252.49887503017789,,,0.46136090324108636,0.3313292263912933,0.10507297374310283,0.23510465059289587,True,0.0,
2025-08-20,71.18116312486849,252.72513128282608,,,0.2262562526481986,3.7042331598008675,0.11858138012603882,-3.35939552702663,True,0.0,
2025-08-21,71.29119046253909,256.3107830625009,,,3.585651779674805,0.48784775672482455,0.08942473930573737,3.187228762255718,True,0.0,
2025-08-22,71.29119046253909,256.70920607991997,,,0.39842301741907704,1.1442322418481945,0.13137270697301442,-0.6144365174561031,True,0.0,
2025-08-23,71.29119046253909,257.72206561479516,,,1.01285953487519,3.2251901327710732,0.11861679491157515,-2.093713802984308,True,0.0,
2025-08-24,71.29119046253909,260.8286389526546,,,3.1065733378594587,1.4175631184983157,0.09523537077833957,1.7842455901394825,True,0.0,
2025-08-25,71.29119046253909,262.1509667003746,,,1.32232774772001,0.9231960700841813,0.10827317191758634,0.507404849553415,True,0.0,
2025-08-26,71.29119046253909,262.96588959854125,,,0.8149228981666283,0.11715866970154636,0.11896214163433434,0.8167263700994164,True,0.0,
2025-08-27,71.29119046253909,262.9640861266085,,,-0.0018034719327602033,0.36657946607096825,0.10403110712057155,-0.2643518308831569,True,0.0,
2025-08-28,71.29119046253909,263.22663448555886,,,0.26254835895036877,1.6359407826096994,0.10227469315922887,-1.2711177305001018,True,0.0,
2025-08-29,71.29119046253909,264.7603005750093,,,1.5336660894504348,2.1834453114974304,0.11611695464275112,-0.5336622674042444,True,0.0,
2025-08-30,71.29119046253909,266.827628931864,,,2.0673283568547163,4.164674068473182,0.11134496510148065,-1.9860007465169847,True,0.0,
2025-08-31,71.29119046253909,270.8809580352357,,,4.053329103371709,0.7351492628674271,0.09386718883203508,3.412047029336317,True,0.0,
2025-09-01,71.29119046253909,271.52224010927114,,,0.6412820740354164,1.1963622134647371,0.09489777278603491,-0.4601823666432859,True,0.0,
2025-09-02,71.29119046253909,272.6237045499498,,,1.1014644406786829,1.4628670629955214,0.09179772520310188,-0.26960489711373664,True,0.0,
2025-09-03,71.29119046253909,273.99477388774227,,,1.3710693377924486,0.5993973370081424,0.10883703114022672,0.8805090319245329,True,0.0,
2025-09-04,71.29119046253909,274.4853341936102,,,0.4905603058679162,0.39068064530422497,0.08915675503291381,0.18903641559660506,True,0.0,
2025-09-05,71.29119046253909,274.7868580838815,,,0.3015238902713122,1.1369610378980717,0.07648472803589709,-0.7589524195908623,True,0.0,
2025-09-06,71.29119046253909,275.84733439374367,,,1.0604763098621675,0.2962602287288765,0.07373236473720224,0.8379484458704932,True,0.0,
2025-09-07,71.29119046253909,276.06986225773534,,,0.22252786399167235,1.2525485005354096,0.07361482745231333,-0.9564058090914239,True,0.0,
2025-09-08,71.29119046253909,277.2487959308184,,,1.1789336730830655,0.9172706204475624,0.10202378732733625,0.3636868399628394,True,0.0,
2025-09-09,71.29119046253909,278.06404276393863,,,0.8152468331202272,2.130728936113254,0.11096539356887361,-1.2045167094241531,True,0.0,
2025-09-10,71.29119046253909,280.08380630648304,,,2.0197635425444105,2.0653829064103566,0.08175546277176031,0.03613609890581419,True,0.0,
2025-09-11,71.29119046253909,282.06743375012167,,,1.9836274436386248,2.318059403548894,0.11383073180858594,-0.22060122810168348,True,0.0,
2025-09-12,71.29119046253909,284.27166242186195,,,2.2042286717402817,0.5422741329139243,0.10947340990054129,1.7714279487268987,True,0.0,
2025-09-13,71.29119046253909,284.7044631448753,,,0.43280072301337214,0.16264458101572737,0.09139785728423208,0.3615539992818768,True,0.0,
2025-09-14,71.29119046253909,284.77570986860684,,,0.07124672373151952,0.03778990550631555,0.08652666106104966,0.11998347928625364,True,0.0,
2025-09-15,71.29119046253909,284.7269731130521,,,-0.048736755554728006,0.09209287274687884,0.10909145002924403,-0.031738178272362805,True,0.0,
2025-09-16,71.29119046253909,284.70997453576973,,,-0.0169985772823793,0.04254672863280658,0.09224220412815096,0.03269689821296508,True,0.0,
2025-09-17,71.29119046253909,284.66027906027443,,,-0.04969547549529807,0.07668980206918692,0.07331923323492925,-0.05306604432955572,True,0.0,
2025-09-18,71.29119046253909,284.6636496291087,,,0.0033705688342706708,0.26669020162134527,0.08323548529511997,-0.18008414749195462,True,0.0,
2025-09-19,71.29119046253909,284.84710434543496,,,0.18345471632625276,0.17437339235014748,0.06915638763650357,0.07823771161260885,True,0.0,
2025-09-20,71.29119046253909,284.9523213501486,,,0.10521700471366557,0.13633268792905304,0.07504359696551151,0.043927913750124045,True,0.0,
2025-09-21,71.29119046253909,285.0136104411122,,,0.06128909096355528,0.006263999508947284,0.06668750741355543,0.12171259886816344,True,0.0,
2025-09-22,71.29119046253909,284.9531869332076,,,-0.06042350790460205,0.07277615358119736,0.07179011256323792,-0.06140954892256151,True,0.0,
2025-09-23,71.29119046253909,284.9541729742255,,,0.0009860410179385326,0.2699369581492276,0.053467822134814526,-0.21548309499647453,True,0.0,
2025-09-24,71.29119046253909,285.17064211023995,,,0.21646913601443885,0.03030912661011135,0.06340066479568492,0.24956067420001243,True,0.0,
